temperatura,vacuo,energia
10.59,37.5,471.38
26.42,59.54,438.5
25.79,63.9,442.7
24.7,44.57,444.65
4.49,38.44,485.78
21.29,47.45,447.78
27.9,63.13,439.76
10.8,40.69,478.19
28.25,71.77,429.39
24.66,66.49,438.01
14.68,43.99,461.91
29.92,67.22,444.78
20.03,62.26,447.4
35.77,73.56,430.14
29.91,74.9,434.93
16.56,42.99,464.62
19.32,52.9,457.66
26.23,59.14,437.85
13.47,44.88,476.67
20.57,42.8,460.43
23.9,61.47,438.73
11.06,36.71,473.85
13.56,43.67,467.09
27.71,54.2,440.74
28.78,60.07,439.74
4.84,38.5,491.23
6.37,40.81,489.18
18.94,47.83,455.19
23.66,60.37,438.59
25.79,63.9,442.7
23.7,64.45,451.16
26.33,60.06,450.16
9.34,38.08,482.06
8.35,40.46,474.79
26.06,49.02,437.9
29.09,75.33,433.29
3.99,39.64,492.06
26.09,70.4,432.52
13.8,44.21,468.97
14.01,39.0,466.7
22.16,58.82,444.76
21.47,60.77,444.02
15.86,49.69,462.84
31.63,65.74,437.54
6.05,38.68,483.5
29.05,64.84,442.58
20.9,67.07,443.46
22.18,59.8,453.24
11.82,41.17,475.61
30.93,69.98,432.25
23.43,51.43,444.09
32.91,73.56,434.03
27.06,61.41,452.85
15.48,47.83,463.67
21.86,49.21,452.77
27.38,77.24,435.81
22.97,63.94,440.81
23.56,71.85,439.48
25.14,64.63,446.63
28.79,70.79,425.64
13.16,43.41,465.6
31.63,65.74,437.54
17.34,47.03,463.89
6.67,36.08,486.52
23.97,64.33,443.87
33.63,70.4,430.05
26.26,74.9,437.44
7.91,37.8,483.49
19.64,46.33,451.45
30.76,59.57,439.32
24.65,63.86,442.89
14.59,35.71,469.32
13.88,39.16,464.37
24.56,58.82,442.76
8.51,42.32,476.6
16.25,40.89,464.33
13.05,34.03,472.69
10.19,37.14,475.01
28.71,51.43,440.17
24.32,66.25,444.93
25.98,68.12,439.0
10.63,37.5,474.81
10.04,39.66,480.63
10.76,40.43,490.78
15.62,35.4,467.95
30.27,64.69,435.67
18.62,61.27,455.75
20.79,68.28,445.83
24.54,48.06,443.67
16.22,50.88,454.94
23.59,43.77,448.42
21.18,45.01,451.62
10.68,38.38,476.22
24.4,71.14,436.68
17.95,49.21,455.1
21.5,59.87,444.05
11.12,41.54,477.69
17.68,45.17,461.96
33.95,68.14,427.25
20.0,63.31,449.68
26.5,66.75,431.23
28.83,71.32,437.99
28.5,74.87,444.88
19.78,62.1,450.43
25.69,72.43,429.99
9.48,44.68,478.66
5.63,39.22,486.83
27.75,69.89,430.33
17.11,49.78,453.22
23.39,74.22,439.92
25.54,48.41,437.58
25.43,72.39,436.1
17.28,44.92,459.26
20.84,65.06,445.74
17.32,44.34,468.8
26.05,56.85,438.59
28.61,68.12,435.28
13.85,44.9,467.2
22.59,60.32,447.17
30.05,66.44,427.55
24.45,68.63,446.33
30.12,74.16,433.08
26.93,59.54,437.58
32.09,70.4,434.64
22.29,56.89,441.9
9.44,41.79,474.03
12.06,48.04,465.63
9.32,36.66,479.13
22.67,68.08,443.79
27.15,73.9,433.09
25.07,60.27,439.52
13.11,41.58,460.44
25.87,67.79,445.87
15.81,54.3,461.63
23.63,58.79,442.86
29.87,73.68,433.43
5.0,40.64,485.27
26.03,69.68,449.54
12.03,40.75,474.97
25.06,44.57,443.66
22.88,63.91,442.5
12.7,39.72,467.77
18.13,49.39,458.53
8.4,38.5,486.5
25.85,67.69,434.0
22.59,59.43,442.0
21.89,74.93,448.47
12.31,44.03,468.13
9.66,41.82,477.67
25.34,65.61,442.82
17.18,63.09,451.37
27.33,52.84,438.97
25.89,66.49,434.67
13.45,42.44,473.96
28.17,63.13,439.94
17.68,45.17,461.96
20.55,68.63,453.47
14.82,40.0,458.46
24.87,65.75,435.6
25.37,68.31,441.76
20.14,46.33,453.35
25.41,68.94,436.95
20.24,56.03,460.76
16.97,39.16,458.59
11.8,41.2,475.19
19.79,64.45,451.37
21.96,69.94,441.15
25.61,60.32,443.96
11.92,41.2,476.0
6.25,39.48,484.26
21.93,62.91,449.17
23.85,52.3,441.99
30.31,70.36,439.11
14.43,45.08,465.07
24.69,59.92,436.33
4.78,42.85,479.09
30.22,70.32,435.98
10.33,40.69,480.18
28.16,73.21,432.78
25.89,59.22,445.75
21.91,58.62,450.23
18.9,56.03,457.66
27.69,65.34,442.84
20.51,68.08,445.96
33.62,77.17,431.03
5.33,39.33,491.17
25.57,62.96,444.81
27.2,78.05,430.55
21.03,69.05,444.35
14.22,37.85,471.05
10.23,41.46,480.87
11.06,41.5,476.24
16.56,42.99,464.62
12.66,41.2,466.49
26.63,64.44,442.0
24.54,48.41,439.79
19.44,39.53,457.09
11.21,40.75,479.2
15.74,43.34,463.24
7.84,41.39,485.66
20.21,69.94,447.06
10.03,41.62,462.73
26.86,70.47,434.59
27.73,67.69,431.72
12.57,39.18,471.87
13.56,39.52,470.67
17.35,39.39,467.85
12.75,40.64,466.93
17.68,53.16,456.86
23.63,65.59,440.56
13.95,40.2,464.79
14.42,44.88,462.72
13.66,45.0,473.12
25.6,58.46,441.88
28.86,73.67,431.15
24.75,63.57,445.3
23.68,68.12,441.54
28.76,66.56,432.3
24.71,60.77,443.52
23.82,44.89,445.45
5.51,41.03,491.84
16.85,41.35,463.37
27.24,68.08,445.25
11.45,40.8,476.28
24.71,61.9,443.39
19.7,43.79,464.41
12.19,44.63,468.91
14.5,40.66,463.53
26.35,64.05,433.63
9.82,41.26,478.02
31.14,67.32,436.64
25.99,74.67,434.7
21.53,59.8,454.99
23.78,60.27,441.56
27.11,48.6,439.4
6.99,40.07,490.11
31.11,74.16,435.69
4.31,38.5,492.92
27.44,52.3,441.75
20.86,63.73,440.42
32.0,58.9,437.81
17.44,44.89,457.67
14.46,45.87,464.5
22.76,49.02,442.84
28.08,73.17,430.8
23.45,45.61,454.92
28.19,68.08,436.43
7.14,41.22,435.58
21.68,64.15,454.32
14.95,43.72,459.31
24.92,73.68,438.23
28.18,77.54,430.55
6.62,41.14,479.74
11.82,41.54,476.97
27.63,70.17,432.46
8.14,39.96,477.05
27.39,66.93,441.04
26.44,54.2,444.78
6.71,40.96,486.58
25.64,63.47,442.62
20.65,50.59,455.24
24.23,59.04,443.06
19.55,42.04,466.4
22.68,50.78,447.69
23.03,54.42,453.77
16.68,53.16,456.29
24.69,71.73,436.78
19.79,44.9,455.59
11.22,41.93,480.71
30.21,69.4,438.18
24.27,70.47,434.24
17.75,55.5,459.43
5.66,35.79,484.15
10.88,44.63,469.57
24.35,66.49,439.15
13.08,43.14,467.06
30.56,69.14,432.26
23.68,49.02,440.68
18.63,45.87,453.79
26.85,75.6,433.48
8.35,42.85,483.63
25.41,69.14,436.59
13.57,41.4,464.23
29.86,69.34,438.5
24.1,68.08,440.33
10.62,42.02,472.41
9.04,44.68,479.53
24.57,66.54,432.41
24.89,66.49,436.39
30.24,67.32,437.18
30.9,73.42,433.44
23.72,66.48,436.62
26.78,73.06,433.25
27.98,74.87,435.32
22.78,62.44,446.12
13.56,40.75,474.26
21.69,57.17,446.61
20.41,48.06,451.26
25.89,58.86,445.17
23.4,65.06,442.7
16.64,53.82,459.01
17.93,44.63,458.96
14.22,48.6,459.69
32.15,69.98,429.86
26.31,44.57,452.73
13.18,40.24,469.35
29.85,71.58,432.26
14.39,43.56,469.35
11.19,40.64,472.86
16.29,44.34,468.8
20.3,58.46,448.79
23.05,48.98,446.05
26.63,62.44,438.25
17.01,49.15,458.78
10.36,43.67,478.27
20.78,68.28,450.57
23.54,70.32,434.45
15.85,49.69,469.4
17.34,47.03,463.89
12.42,38.25,472.3
23.26,64.05,442.75
24.01,50.16,443.03
27.46,61.86,439.72
24.22,71.14,438.88
24.22,56.89,440.79
26.64,58.69,439.32
26.72,65.61,442.48
21.88,59.39,442.92
15.45,46.63,464.37
19.26,44.34,467.72
14.73,58.2,458.56
25.21,69.48,436.02
29.05,70.32,437.16
7.2,40.02,480.53
13.79,45.08,469.55
8.83,36.25,478.45
6.03,41.14,479.61
16.92,50.9,460.86
10.94,40.81,476.32
12.29,40.71,469.75
27.54,51.43,439.8
22.18,62.91,449.77
20.65,48.41,447.35
17.4,43.14,457.59
22.5,45.38,458.19
20.3,44.9,457.6
15.63,41.79,455.24
21.25,44.05,448.43
30.9,69.4,425.3
27.17,67.45,429.87
26.74,49.02,438.06
20.61,48.78,449.38
20.24,56.65,455.49
26.54,69.48,432.56
25.65,49.3,440.05
19.47,50.9,457.08
31.41,74.16,434.88
19.16,43.43,451.0
14.95,43.52,464.98
24.81,63.94,444.26
28.07,66.17,443.77
32.41,58.9,439.11
13.8,39.39,471.7
21.32,49.02,445.65
24.27,68.28,445.23
9.52,40.96,483.59
12.27,43.8,468.55
13.58,39.28,472.17
21.25,44.05,448.43
19.39,68.61,446.47
29.56,73.88,436.6
18.61,63.09,449.81
19.05,44.06,454.28
31.54,67.32,433.02
19.02,44.85,465.42
13.29,71.14,464.18
23.25,63.86,445.12
25.03,60.27,438.24
28.76,51.43,449.98
15.92,41.2,468.91
18.42,60.1,451.93
29.23,69.59,437.95
33.2,70.8,430.71
23.54,65.27,445.19
27.51,73.77,436.91
7.07,37.49,481.58
34.62,69.05,425.41
22.22,66.05,442.95
12.73,40.27,475.61
5.48,40.07,495.76
12.02,40.66,464.5
27.78,70.8,431.44
17.2,40.55,462.55
3.95,38.44,492.46
19.45,58.95,445.1
20.37,60.08,454.47
12.58,39.72,471.24
8.9,39.96,474.49
27.58,71.97,430.53
14.78,38.58,460.54
10.03,43.13,482.16
13.94,41.58,463.07
17.82,49.15,457.35
10.95,39.22,474.07
20.21,59.14,448.79
11.22,43.13,473.93
18.77,58.66,454.54
13.07,40.83,471.19
6.84,39.4,484.09
27.84,68.08,436.37
28.19,67.45,434.77
16.12,45.87,457.41
27.17,73.5,435.22
13.48,39.35,470.66
24.01,67.17,443.09
26.31,44.57,452.73
13.57,41.4,464.23
28.55,69.84,432.7
13.24,54.3,467.81
27.01,71.25,431.38
19.97,50.78,446.57
11.2,41.54,479.03
15.86,49.69,462.84
27.78,72.43,429.62
15.37,50.59,463.35
25.45,70.04,430.2
25.92,60.95,442.84
21.71,60.27,441.19
9.53,38.18,476.54
18.67,44.06,454.51
32.89,66.44,431.54
25.54,60.37,436.14
8.87,41.16,472.45
18.31,46.21,451.75
22.75,59.39,440.26
23.09,73.5,438.56
31.18,69.04,441.26
11.44,43.13,477.57
20.17,58.12,455.25
23.46,47.01,457.76
20.34,59.8,453.54
30.21,69.4,438.18
16.0,45.09,458.46
25.67,68.3,435.89
10.27,40.64,474.99
21.97,65.61,447.05
21.44,62.96,450.57
30.97,67.9,428.26
15.42,40.56,469.33
18.16,43.72,454.98
15.43,40.89,468.35
20.86,51.3,449.67
16.76,48.14,456.31
15.54,39.31,461.06
16.25,58.16,458.31
6.8,37.8,485.96
25.18,69.23,438.72
23.08,48.41,443.5
2.64,39.64,481.29
15.67,38.62,463.17
21.71,65.27,444.91
10.73,25.36,469.43
19.89,44.9,453.09
23.13,72.24,437.67
14.95,43.72,459.31
10.66,41.93,479.61
12.07,39.99,473.06
25.02,47.45,446.62
27.64,75.6,441.04
19.89,51.43,448.98
9.19,42.44,481.55
30.13,78.05,434.14
26.44,71.73,430.55
24.81,66.44,435.79
25.31,74.33,436.21
12.05,48.04,464.14
29.05,75.6,439.14
10.15,41.46,481.31
24.79,75.6,440.05
21.52,50.66,455.71
19.31,43.56,463.35
24.55,57.5,447.3
28.32,47.93,439.5
22.88,71.73,436.36
25.57,44.05,443.84
13.36,39.64,471.89
28.18,64.84,443.65
10.54,34.03,478.77
10.06,42.02,477.82
6.23,40.96,488.82
28.62,69.71,437.52
17.14,44.2,457.02
10.22,38.18,474.07
18.31,62.1,455.24
14.23,46.18,463.86
17.19,58.86,451.87
31.01,73.5,432.41
21.75,65.12,452.89
15.54,41.96,467.1
23.24,51.95,448.5
25.78,47.93,442.46
23.56,60.77,443.13
31.02,69.51,431.15
10.02,52.75,473.09
23.07,49.02,444.22
3.95,38.44,492.46
21.73,61.45,442.78
11.17,44.77,470.85
27.28,78.92,434.78
31.87,70.94,429.41
12.41,41.16,464.08
13.16,43.71,469.06
22.86,62.4,445.66
23.62,49.21,443.53
7.53,41.16,475.7
12.43,40.27,470.92
26.27,62.91,447.76
16.22,50.88,454.94
7.69,36.24,482.46
9.38,40.46,474.1
13.75,40.89,471.42
32.32,67.9,428.12
26.66,70.02,439.99
13.67,42.32,464.56
18.6,43.56,464.67
28.32,71.64,436.31
23.79,59.44,448.67
22.83,65.18,442.43
10.8,41.62,462.84
26.46,61.41,448.83
22.97,62.4,445.3
29.3,74.16,431.32
29.39,69.89,434.27
18.4,50.16,453.78
29.55,67.69,428.77
24.4,67.45,435.47
12.72,40.64,475.73
28.07,68.08,437.65
18.4,40.79,461.29
27.78,68.67,439.92
20.54,61.27,451.95
21.23,50.59,453.95
12.53,43.56,469.23
28.31,50.05,436.75
9.65,44.68,476.71
10.03,40.96,478.79
5.91,39.33,491.49
25.48,65.12,447.85
11.02,41.17,477.62
23.97,62.44,442.46
14.45,43.71,463.6
23.46,72.43,435.36
29.79,67.69,428.71
25.9,47.45,443.13
21.69,69.94,443.67
20.3,58.46,448.79
22.76,49.21,448.73
27.99,71.58,435.99
20.37,54.9,453.94
16.13,53.82,459.16
21.11,59.39,446.02
29.23,75.6,438.92
22.56,70.79,435.14
16.09,44.2,460.56
22.92,63.94,444.22
15.7,44.21,462.19
12.69,40.75,472.68
32.55,73.03,439.81
23.13,72.24,437.67
10.98,41.39,476.31
22.89,62.39,448.13
11.19,40.64,472.86
8.95,43.56,485.21
23.49,64.63,450.28
17.0,45.09,458.94
6.17,41.31,481.27
26.54,66.51,440.04
23.99,67.69,437.1
18.78,54.2,448.04
20.04,58.2,448.92
22.66,63.73,444.41
13.09,39.85,475.89
9.86,37.83,472.46
21.89,45.38,459.45
14.76,43.79,464.14
16.97,50.9,463.28
6.3,41.14,481.49
19.41,46.63,452.6
16.48,48.92,458.67
22.61,49.3,441.76
12.71,43.8,466.2
9.5,37.36,478.8
21.9,63.13,447.4
26.21,56.85,439.55
30.26,59.22,442.98
19.39,51.43,456.25
25.61,47.43,442.96
29.7,57.19,436.29
29.13,70.72,436.9
31.61,69.04,439.19
25.14,64.63,446.63
12.45,40.81,474.73
23.63,63.57,449.01
19.79,51.19,447.96
25.92,50.16,440.98
22.0,51.3,450.18
10.94,40.81,476.32
26.52,65.06,439.66
27.19,71.58,436.77
10.27,42.34,474.55
18.81,52.08,450.87
29.84,74.87,435.05
24.49,68.61,447.57
23.68,68.3,438.65
24.66,48.78,449.11
23.7,70.04,436.28
14.91,43.34,461.27
22.82,69.94,437.32
24.82,57.19,439.91
21.84,60.29,454.4
29.22,73.18,430.57
23.19,45.61,454.62
25.42,59.04,444.51
4.86,39.4,488.63
24.66,57.43,445.41
13.21,41.2,474.26
13.02,40.1,474.97
16.8,44.9,456.42
8.96,40.02,475.47
27.86,65.18,436.26
16.36,43.99,465.81
21.08,46.93,453.87
14.6,44.47,465.24
26.95,48.41,436.54
30.47,68.24,427.94
23.69,71.97,438.62
19.14,56.65,458.06
11.7,25.36,470.88
8.14,37.49,480.66
13.81,40.2,464.23
23.99,67.69,437.1
9.82,39.96,471.96
21.28,70.32,439.0
21.67,61.45,443.82
28.14,65.34,443.11
27.77,62.26,430.19
14.68,41.23,469.25
28.54,58.33,439.28
20.3,67.32,441.51
11.73,40.64,477.06
8.96,40.05,467.24
15.06,39.3,464.15
18.17,66.86,452.77
21.75,49.82,455.28
28.74,71.14,430.12
27.88,68.94,435.04
13.01,41.49,466.5
7.11,41.74,487.85
27.75,77.24,433.57
13.69,40.83,471.26
18.43,57.76,452.65
30.36,74.87,435.31
25.44,69.59,433.97
16.62,39.99,463.74
18.75,44.9,452.77
26.09,58.41,438.86
22.17,65.61,449.91
26.82,64.96,427.51
13.8,45.08,466.71
13.56,39.18,470.38
9.03,37.14,478.95
28.22,76.2,437.62
13.92,44.47,467.29
28.21,70.02,442.47
20.08,62.52,450.98
26.96,73.68,429.48
28.21,70.02,442.47
28.53,66.51,436.16
12.69,40.71,477.14
16.43,48.06,459.63
10.95,40.81,474.36
19.04,68.28,444.54
22.02,69.45,440.26
19.27,50.12,447.63
30.51,70.94,430.91
31.88,70.36,438.42
25.54,49.16,443.55
27.06,70.47,430.82
20.25,58.33,448.93
22.78,58.96,452.03
12.75,39.85,475.61
23.25,51.86,450.22
20.07,49.21,454.25
23.77,51.43,441.54
19.46,42.04,466.24
22.29,43.79,461.23
21.08,70.32,440.59
5.47,40.62,481.56
24.05,61.87,442.16
12.12,41.17,470.67
16.7,46.18,458.05
10.77,44.78,470.66
8.35,43.79,484.21
30.3,69.51,431.12
15.55,43.71,465.14
14.11,45.08,464.7
21.47,50.12,448.11
11.48,37.5,472.9
13.93,40.24,469.25
24.54,60.29,447.67
18.6,60.1,453.94
19.2,54.2,450.75
30.54,70.17,434.62
25.56,75.6,442.2
32.07,67.83,429.31
7.06,41.38,487.71
25.48,60.29,443.77
24.44,59.21,445.82
23.51,63.78,446.58
32.83,74.16,432.05
7.73,37.8,483.94
10.53,40.64,477.99
17.23,40.12,456.2
10.86,44.85,476.87
14.5,53.82,464.27
18.7,52.72,458.06
6.3,39.33,489.95
15.75,39.99,464.95
22.18,62.39,452.31
11.95,39.82,474.56
26.8,72.58,428.62
11.74,40.6,473.84
28.01,65.34,440.77
22.24,64.27,443.76
15.56,41.1,464.42
6.25,39.64,483.43
9.28,41.54,482.8
14.8,44.21,466.21
11.82,42.86,476.7
14.26,43.34,464.62
12.14,44.85,476.68
24.66,72.24,434.33
25.01,68.63,447.12
12.31,44.03,468.13
16.39,41.96,463.99
13.61,42.34,466.17
5.74,45.87,482.0
10.1,41.58,468.19
14.18,40.69,471.52
15.92,39.16,460.45
13.05,44.34,473.4
25.77,62.96,442.83
17.3,62.1,450.83
6.74,36.08,484.18
15.71,39.3,462.84
16.88,39.99,462.83
23.67,68.67,445.32
11.49,39.22,471.47
22.32,48.41,445.36
27.16,72.58,429.59
12.21,41.67,475.07
14.32,45.08,467.21
13.85,44.9,467.2
17.47,43.56,460.87
20.92,49.15,455.32
14.1,44.92,467.22
9.55,38.08,479.23
18.8,47.83,453.9
31.85,68.3,428.72
25.52,61.25,435.48
26.71,77.95,433.47
15.61,41.2,467.81
21.11,69.94,439.91
27.24,71.25,430.94
10.72,45.0,480.62
22.63,70.47,441.92
15.37,43.67,468.23
28.33,64.96,427.42
11.82,41.74,476.21
14.16,44.06,464.91
28.87,72.58,428.89
18.81,49.15,459.81
26.78,66.54,440.0
11.09,42.44,478.37
30.28,79.74,433.45
21.69,69.94,443.67
11.48,41.2,478.34
7.82,40.72,481.52
13.52,39.39,474.82
23.21,74.22,440.46
18.19,41.85,466.86
26.31,68.51,435.91
7.71,36.25,481.74
11.83,43.14,471.98
11.54,40.05,474.29
14.57,25.88,464.11
24.99,48.92,443.12
23.61,43.77,444.55
33.75,64.96,432.62
13.18,40.73,465.96
29.57,67.83,427.62
7.82,40.72,481.52
16.34,41.48,453.6
11.43,44.78,471.09
12.39,44.58,475.37
25.57,66.54,430.92
11.85,42.07,467.25
23.29,68.51,441.17
28.85,71.32,435.13
13.44,42.34,459.6
26.38,70.47,434.02
5.46,40.81,474.87
22.53,62.39,450.08
27.38,74.16,436.65
10.15,39.22,474.87
17.8,46.48,452.66
7.19,40.81,487.15
29.77,69.98,430.65
11.92,40.62,468.14
8.66,41.01,472.16
12.09,38.25,469.29
26.8,68.31,447.85
9.04,40.11,473.57
27.98,58.33,437.76
32.92,69.05,426.61
21.04,54.2,443.41
12.14,40.83,474.82
25.47,70.36,437.02
34.29,68.51,427.62
29.13,47.93,435.61
5.21,41.31,486.46
7.25,41.14,477.45
13.98,54.3,466.52
19.47,58.79,450.17
16.39,52.75,459.48
15.46,44.88,461.2
21.45,69.94,443.31
27.71,72.99,433.01
17.03,47.83,460.43
13.9,41.17,468.96
22.83,58.62,450.96
27.58,71.97,430.53
28.41,66.91,440.52
17.22,36.71,465.32
22.53,60.95,449.43
21.38,49.21,449.66
24.39,71.85,438.2
22.2,63.94,445.6
25.61,52.36,451.42
16.72,44.34,465.89
24.7,50.23,454.42
10.15,41.17,480.71
27.01,52.3,439.51
15.27,41.16,467.01
24.73,65.34,446.92
22.67,64.15,453.47
24.37,73.42,440.29
24.26,61.02,442.86
28.59,68.08,436.7
11.54,40.05,474.29
25.18,71.98,432.88
8.73,39.42,474.44
14.45,39.58,467.62
28.14,65.34,443.11
12.67,48.14,463.68
18.36,56.65,456.49
13.79,45.08,465.69
31.15,66.25,437.55
19.12,50.16,451.49
33.74,69.98,425.35
6.99,35.19,480.05
18.0,44.06,454.59
24.56,63.21,444.34
24.2,60.77,439.13
13.0,39.28,473.6
8.86,36.71,478.88
7.87,41.06,486.57
27.36,63.31,440.4
7.46,41.26,482.83
31.21,66.44,430.7
25.78,59.15,441.71
13.08,41.74,474.81
11.57,44.63,469.64
20.0,69.48,448.79
24.88,71.94,433.3
7.68,39.96,477.84
27.43,63.87,442.71
9.56,41.55,481.24
12.52,40.24,470.56
9.75,40.81,481.95
12.89,48.14,463.77
22.72,69.13,438.01
9.68,38.16,475.51
25.34,69.48,433.81
5.01,39.4,475.34
12.35,41.38,474.94
8.3,36.08,481.6
10.23,41.46,480.87
18.21,45.0,467.54
18.37,44.89,454.37
17.63,40.55,462.13
25.99,63.07,442.16
6.06,41.17,489.62
11.94,40.66,467.99
14.48,46.18,462.3
24.91,64.45,450.84
18.5,46.93,455.63
33.97,72.29,432.33
24.92,73.68,438.23
21.73,69.05,439.01
19.77,56.65,457.09
7.09,39.37,487.0
24.07,71.97,441.84
19.67,44.89,455.2
8.03,37.8,481.51
8.02,41.92,467.21
23.72,70.47,438.5
17.33,42.28,462.26
13.27,40.27,473.88
19.68,44.34,468.27
9.04,40.11,473.57
28.53,76.86,431.64
29.47,65.51,444.8
19.65,42.23,461.16
9.84,40.22,479.65
12.83,41.67,474.81
12.31,40.64,475.65
31.49,69.13,425.74
19.08,46.93,454.45
16.73,39.64,464.46
31.33,76.86,431.44
35.01,74.67,428.48
28.66,74.93,440.79
8.01,41.66,485.13
10.94,39.69,459.69
26.55,60.23,438.95
17.15,43.69,463.88
22.22,66.05,442.95
27.16,71.32,430.53
25.67,68.3,435.89
24.32,66.25,444.93
13.55,40.71,467.21
22.42,59.43,440.99
19.19,63.31,453.16
28.57,62.26,437.41
17.09,42.42,464.11
10.37,39.04,479.35
23.27,64.15,452.26
24.04,72.43,439.39
23.83,71.37,443.29
15.6,44.68,463.82
19.45,58.95,445.1
31.58,66.54,429.73
17.69,44.34,464.13
13.22,44.92,471.43
14.05,40.71,465.74
27.21,67.45,436.47
30.57,58.9,438.49
15.82,44.88,461.9
26.38,70.47,434.02
18.74,44.34,468.84
12.38,41.62,461.07
16.14,44.71,468.88
22.01,58.46,443.75
22.87,71.29,442.27
21.92,48.14,449.65
5.05,35.57,491.4
13.25,43.7,472.22
20.4,54.9,452.56
28.65,68.27,432.73
7.5,38.06,485.98
29.45,68.24,432.53
10.64,41.04,468.88
28.37,69.13,425.29
8.42,37.49,478.87
12.19,41.06,474.63
21.84,60.29,454.4
25.61,67.69,437.78
17.89,42.42,467.59
22.12,60.37,439.18
20.91,58.2,446.19
9.01,40.77,470.84
9.39,39.66,482.16
7.03,41.74,486.91
30.75,71.22,437.96
27.81,64.69,437.02
24.66,48.78,449.11
11.68,39.22,471.8
27.4,66.48,439.66
6.06,43.65,480.74
10.93,39.22,473.27
11.95,41.48,465.41
13.08,43.14,467.06
29.13,68.3,437.25
23.09,70.02,443.27
18.11,52.08,449.99
29.28,65.71,445.49
8.43,40.6,483.1
24.35,51.86,442.81
10.9,39.64,477.04
16.96,63.31,454.14
9.48,40.11,472.16
11.48,41.2,478.34
9.55,38.08,479.23
31.17,70.98,431.01
27.67,69.59,437.29
22.64,63.73,447.21
26.39,49.16,442.87
24.33,46.93,450.04
8.72,40.02,477.86
31.11,74.16,435.69
29.62,71.8,438.55
13.15,42.44,469.34
22.69,58.46,443.47
24.4,60.37,440.64
29.25,69.13,426.29
11.92,43.8,470.33
23.2,73.17,438.64
31.92,75.33,431.32
18.63,61.27,454.03
26.04,52.84,439.36
8.39,36.3,479.57
6.84,41.06,489.96
25.84,69.14,431.35
12.05,48.04,464.14
28.32,66.54,436.42
22.08,45.61,456.71
24.05,72.24,437.81
17.46,40.22,461.74
13.01,41.49,466.5
19.08,46.93,454.45
23.88,51.95,449.52
6.77,39.81,488.27
16.69,46.18,458.57
23.39,61.87,444.03
15.79,49.21,457.7
14.97,42.28,466.62
9.26,39.61,480.38
12.19,44.63,468.91
17.46,40.22,461.74
14.18,42.99,468.35
14.17,43.13,471.08
27.46,68.08,433.72
15.66,41.35,463.57
18.91,43.14,460.19
12.57,41.66,475.61
20.15,39.72,456.87
16.73,45.0,467.08
29.13,47.93,435.61
26.46,74.67,431.65
19.57,68.61,448.73
28.85,58.33,444.0
14.83,53.82,464.0
29.25,66.51,441.7
29.24,64.33,440.29
20.46,54.2,448.1
17.3,47.45,448.79
10.06,34.69,477.68
26.85,73.77,431.24
22.35,51.43,445.34
8.95,38.56,475.43
14.95,42.99,468.61
18.2,52.72,463.47
18.85,67.32,446.7
14.82,44.2,465.73
13.85,44.9,467.2
20.77,51.3,450.97
28.53,68.08,438.91
22.72,64.15,453.13
16.34,41.16,462.56
25.11,63.21,443.43
23.08,48.41,443.5
20.11,51.19,449.03
20.25,55.5,455.13
22.32,48.41,445.36
17.99,50.16,451.38
18.86,51.43,446.91
30.04,67.25,434.83
25.88,71.73,430.86
30.04,67.25,434.83
4.97,38.91,489.96
7.0,35.77,482.8
29.17,72.99,430.59
28.51,76.09,438.28
10.14,42.02,472.17
9.7,37.14,475.77
22.83,70.79,438.0
22.06,43.43,448.92
27.88,68.94,435.04
15.95,42.24,465.35
9.68,41.06,476.67
25.1,69.89,434.98
12.26,43.48,467.83
28.05,62.6,449.73
28.59,69.84,427.53
32.37,68.67,430.35
30.13,71.98,431.0
29.3,73.67,431.07
16.69,50.9,460.75
22.15,43.77,448.46
12.26,41.5,471.13
23.64,69.94,439.66
28.09,77.95,436.94
26.74,59.87,447.88
22.77,69.84,436.75
22.1,58.33,441.31
32.2,69.68,437.35
24.2,64.33,442.78
15.73,38.73,466.63
15.91,38.62,462.25
13.89,35.71,468.54
5.72,39.33,490.76
30.49,64.44,438.09
22.69,54.2,444.26
29.79,69.34,434.74
18.05,56.03,459.09
13.31,41.26,462.87
16.17,38.01,462.54
6.61,38.91,484.32
29.77,67.07,433.89
22.52,66.48,435.02
31.55,69.75,435.01
23.46,57.85,444.66
25.79,75.6,434.65
21.44,48.98,454.5
21.11,58.49,449.16
14.39,40.35,472.43
14.56,40.89,467.53
24.66,60.29,445.26
22.29,61.27,449.81
13.35,41.16,474.57
30.93,71.85,427.82
24.32,71.14,435.34
8.31,40.46,476.72
19.9,56.53,456.48
33.95,80.18,432.22
6.16,38.5,490.92
27.71,69.13,432.54
21.93,60.84,440.76
13.08,43.14,467.06
26.13,47.93,441.28
18.53,39.72,457.26
12.75,42.86,475.09
10.8,41.62,462.84
29.91,70.02,437.63
14.91,39.28,469.34
5.43,39.9,487.84
8.49,43.69,483.62
7.79,41.01,477.0
25.89,48.41,442.12
27.29,67.32,437.26
7.64,42.28,484.78
5.45,39.04,487.33
23.1,66.05,439.03
31.62,64.05,439.09
25.24,68.67,442.29
13.86,50.59,467.23
32.02,67.83,426.55
22.38,63.31,441.3
28.03,68.67,438.8
34.48,74.34,433.94
31.25,74.34,432.22
27.31,68.14,437.83
18.92,46.93,453.66
14.95,42.99,468.61
