nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
10 Minute Solution,Wii,Sports,Activision,0.06,29-Jun-10,,,tbd,,Anchor Bay Entertainment
Mortal Kombat,X360,Fighting,Warner Bros. Interactive Entertainment,1.8,19-Apr-11,86.0,66.0,8.3,338.0,NetherRealm Studios
Cabela's African Safari,PSP,Sports,Activision Value,0.05,17-Oct-06,,,tbd,,FUN Labs
Uta no Prince-Sama: Music 2,PSP,Adventure,Broccoli,0.09,,,,,,
Major League Baseball 2K10,Wii,Sports,Take-Two Interactive,0.26,2-Mar-10,53.0,4.0,tbd,,Visual Concepts
Disney Infinity,3DS,Action,Disney Interactive Studios,0.13,18-Aug-13,,,0.7,15.0,Altron
Now! That's What I Call Music: Dance & Sing,Wii,Misc,Unknown,0.2,,,,,,
Minna no Golf Jou Vol.1,PSP,Sports,Sony Computer Entertainment,0.03,,,,,,
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,Adventure,Quinrose,0.02,,,,,,
NCIS 3D,3DS,Adventure,Ubisoft,0.08,24-Aug-12,,,tbd,,Ubisoft
Hitman: Blood Money,X360,Action,Eidos Interactive,0.36,30-May-06,82.0,53.0,8.9,67.0,Io Interactive
Tank! Tank! Tank!,WiiU,Action,Namco Bandai Games,0.06,,,,,,
Max Payne 3,X360,Shooter,Take-Two Interactive,1.47,15-May-12,86.0,80.0,7.7,740.0,Rockstar Studios
NCAA Football 09,PS3,Sports,Electronic Arts,0.57,15-Jul-08,81.0,20.0,7.3,25.0,EA Tiburon
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,Adventure,Alchemist,0.03,,,,,,
WarTech: Senko no Ronde,X360,Fighting,Ubisoft,0.04,29-May-07,60.0,33.0,6.1,7.0,Grev Ltd.
Medal of Honor: Warfighter,PS3,Action,Electronic Arts,1.13,23-Oct-12,55.0,22.0,5.9,207.0,Danger Close
Valkyria Chronicles III: Unrecorded Chronicles,PSP,Role-Playing,Sega,0.21,Canceled,,,,,Sega
Samba De Amigo,Wii,Misc,Sega,0.87,23-Sep-08,68.0,43.0,8.2,36.0,Gearbox Software
Nobunaga no Yabou: Tendou,PS3,Strategy,Tecmo Koei,0.13,,,,,,
Samurai Shodown Anthology,PSP,Fighting,Ignition Entertainment,0.09,24-Mar-09,,,tbd,,SNK Playmore
Cross Â† Channel,PSP,Adventure,CyberFront,0.02,,,,,,
de Blob,Wii,Platform,THQ,0.94,22-Sep-08,82.0,48.0,8.6,65.0,Blue Tongue Entertainment
Samurai Shodown Anthology,Wii,Fighting,Ignition Entertainment,0.05,14-Apr-09,74.0,6.0,tbd,,SNK Playmore
Pure Futbol,X360,Sports,Ubisoft,0.16,1-Jun-10,38.0,20.0,7.8,25.0,Ubisoft Vancouver
Patapon,PSP,Platform,Sony Computer Entertainment,0.77,26-Feb-08,86.0,60.0,8.7,80.0,SCE Japan Studio
Final Fantasy XI: Ultimate Collection,X360,Role-Playing,Square Enix,0.27,10-Nov-09,,,tbd,,Square Enix
Sonic Generations,3DS,Platform,Sega,0.83,22-Nov-11,66.0,29.0,6.5,66.0,Sega
Daikoukai Jidai Online: Cruz del Sur,PS3,Role-Playing,Tecmo Koei,0.01,,,,,,
Blitz: The League II,PS3,Sports,Midway Games,0.12,13-Oct-08,62.0,25.0,7.3,12.0,
Ford Racing Off Road,Wii,Racing,Xplosiv,0.47,1-Sep-08,37.0,5.0,tbd,,Razorworks Studios
Soul Eater: Monotone Princess,Wii,Action,Square Enix,0.02,,,,,,
AKB1/48: Idol to Guam de Koishitara...,X360,Misc,,0.01,,,,,,
FIFA Soccer 09,X360,Sports,Electronic Arts,1.93,13-Oct-08,87.0,51.0,8,87.0,EA Canada
Centipede: Infestation,3DS,Shooter,Atari,0.03,1-Nov-11,,,tbd,,WayForward
R.U.S.E.,PS3,Strategy,Ubisoft,0.45,7-Sep-10,76.0,37.0,7.2,47.0,Eugen Systems
Despicable Me: The Game,PSP,Platform,D3Publisher,0.15,,,,,,
JumpStart: Escape from Adventure Island,Wii,Adventure,Knowledge Adventure,0.41,17-Nov-09,68.0,8.0,tbd,,Knowledge Adventure Inc.
Mashiro Iro Symphony: *mutsu-no-hana,PSP,Adventure,Comfort,0.03,,,,,,
Dragon Quest X,Wii,Role-Playing,Square Enix,0.81,TBA,,,,,Square Enix
Wangan Midnight,PS3,Racing,Genki,0.03,,,,,,
SoulCalibur IV,X360,Fighting,Ubisoft,1.53,29-Jul-08,85.0,62.0,8.1,126.0,Namco
Ultimate Block Party,PSP,Puzzle,505 Games,0.03,13-Dec-05,76.0,12.0,tbd,,Magicpot
Clover no Kuni no Alice,PSP,Adventure,Quinrose,0.02,,,,,,
Rayman Raving Rabbids 2,Wii,Misc,Ubisoft,1.81,15-Nov-07,67.0,25.0,8.6,56.0,Ubisoft Montpellier
Just Dance: Summer Party,Wii,Misc,Ubisoft,0.4,19-Jul-11,,,tbd,,Ubisoft
Create,X360,Misc,Electronic Arts,0.11,16-Nov-10,60.0,19.0,5.8,9.0,EA Bright Light
Major League Baseball 2K12,PSP,Sports,Take-Two Interactive,0.06,6-Mar-12,,,tbd,,Visual Concepts
Red Steel 2,Wii,Shooter,Ubisoft,0.59,23-Mar-10,80.0,73.0,8.6,166.0,Ubisoft Paris
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,Action,THQ,0.12,16-Nov-10,54.0,6.0,tbd,,THQ
God of War III,PS3,Action,Sony Computer Entertainment,4.64,16-Mar-10,92.0,101.0,8.7,2085.0,SCE Santa Monica
Kajiri Kamui Kagura: Akebono no Hikari,PSV,Adventure,Views,0.01,,,,,,
MLB 09: The Show,PS3,Sports,Sony Computer Entertainment,0.7,3-Mar-09,90.0,27.0,8.1,57.0,SCEA San Diego Studios
Martian Panic,Wii,Adventure,Unknown,0.08,24-Aug-10,,,tbd,,N-Fusion Interactive Entertainment Corp.
Back to the Future: The Game,Wii,Adventure,Telltale Games,0.04,25-Oct-11,66.0,7.0,3.3,4.0,Telltale Games
Disney's Meet the Robinsons,Wii,Action,Disney Interactive Studios,0.18,27-Mar-07,62.0,11.0,6.3,4.0,Buena Vista Games
Project Sylpheed: Arc of Deception,X360,Shooter,Microsoft Game Studios,0.13,10-Jul-07,64.0,45.0,8.7,17.0,"Game Arts, Seta Corporation"
Tom Clancy's Rainbow Six: Vegas,X360,Shooter,Ubisoft,1.92,20-Nov-06,88.0,69.0,8.4,179.0,Ubisoft Montreal
DreamWorks Super Star Kartz,Wii,Racing,Activision,0.11,15-Nov-11,,,tbd,,Activision
NHL 13,PS3,Sports,Electronic Arts,0.52,11-Sep-12,84.0,22.0,6.6,43.0,Electronic Arts
MySims Racing,Wii,Racing,Electronic Arts,0.47,12-Jun-09,68.0,22.0,tbd,,EA Games
Space Chimps,Wii,Platform,Brash Entertainment,0.08,15-Jul-08,,,tbd,,"Brash Entertainment, Red Tribe"
Forza Motorsport 2,X360,Racing,Microsoft Game Studios,4.01,29-May-07,90.0,66.0,8.4,334.0,Turn 10
Injustice: Gods Among Us,X360,Fighting,Warner Bros. Interactive Entertainment,1.0,16-Apr-13,81.0,63.0,7.9,305.0,NetherRealm Studios
UEFA Euro 2008 Austria-Switzerland,PS3,Sports,Electronic Arts,0.39,,,,,,
MindJack,X360,Shooter,Square Enix,0.07,18-Jan-11,43.0,42.0,1.3,88.0,FeelPlus
Toaru Majutsu no Kagaku no Ensemble,PSP,Adventure,Namco Bandai Games,0.03,,,,,,
Dead Island: Riptide,PS3,Action,Deep Silver,0.47,23-Apr-13,62.0,25.0,6,122.0,Techland
Karaoke Revolution Presents American Idol Encore,X360,Misc,Konami Digital Entertainment,0.11,5-Feb-08,70.0,7.0,7,6.0,Blitz Games
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,Role-Playing,Gust,0.02,,,,,,
SD Gundam: Gashapon Wars,Wii,Strategy,Namco Bandai Games,0.03,,,,,,
Hakuoki: Reimeiroku Nagorigusa,PS3,Action,Idea Factory,0.01,,,,,,
Toy Story 3: The Video Game,PS3,Action,Disney Interactive Studios,0.96,,,,,,
Dark Souls,X360,Role-Playing,Namco Bandai Games,0.83,4-Oct-11,89.0,66.0,8.4,720.0,From Software
Super Mario 3D Land,3DS,Platform,Nintendo,9.28,13-Nov-11,90.0,82.0,8.2,576.0,Nintendo
Naruto: Rise of a Ninja,X360,Action,Ubisoft,0.31,30-Oct-07,78.0,35.0,8.8,69.0,Ubisoft Montreal
Trinity Universe,PS3,Role-Playing,Nippon Ichi Software,0.16,29-Jun-10,62.0,25.0,7.8,26.0,"Idea Factory, Gust"
Phi Brain: Kizuna no Puzzle,PSP,Action,Arc System Works,0.01,,,,,,
LittleBigPlanet 2,PS3,Platform,Sony Computer Entertainment,3.09,18-Jan-11,91.0,86.0,8.3,482.0,Media Molecule
Tom Clancy's Splinter Cell 3D,3DS,Action,Ubisoft,0.23,10-Apr-11,53.0,32.0,5.4,20.0,Ubisoft
DanceStar Party,PS3,Misc,Sony Computer Entertainment,0.39,12-Oct-12,68.0,16.0,tbd,,SCEE
NatGeo Challenge! Wild Life,X360,Misc,Black Bean Games,0.02,,,,,,
Winter Sports 3: The Great Tournament,X360,Sports,Tradewest,0.01,TBA,,,,,49Games
Fable: The Journey,X360,Role-Playing,Microsoft Game Studios,0.21,9-Oct-12,61.0,70.0,4.5,73.0,Lionhead Studios
DokuSui: DokiDoki Suikoden,PSP,Role-Playing,Irem Software Engineering,0.01,,,,,,
Super PickUps,Wii,Racing,XS Games,0.01,15-Sep-08,,,tbd,,Milestone
Jimmie Johnson's Anything With an Engine,X360,Racing,Konami Digital Entertainment,0.06,1-Nov-11,65.0,5.0,8.6,7.0,Isopod Labs
Generation of Chaos 6,PSP,Action,Idea Factory,0.01,,,,,,
Supremacy MMA,PSV,Fighting,505 Games,0.03,27-Mar-12,43.0,6.0,4.5,6.0,Kung Fu Factory
Tetris Party Deluxe,Wii,Puzzle,Nintendo,0.53,25-May-10,72.0,19.0,7.5,4.0,"Tetris Online, Inc"
Binary Domain,X360,Action,Sega,0.15,28-Feb-12,74.0,43.0,8,157.0,Sega
Challenge Me: Brain Puzzles 2,Wii,Puzzle,O-Games,0.02,26-Oct-10,,,tbd,,O-Games
WWE SmackDown vs. Raw 2010,Wii,Fighting,THQ,0.7,20-Oct-09,78.0,11.0,8,7.0,Yuke's
Fairy Tail: Zelef Kakusei,PSP,Action,Konami Digital Entertainment,0.07,,,,,,
Sherlock Holmes: Secret of The Silver Earring,Wii,Adventure,Focus Home Interactive,0.03,,,,,,
Sengoku Hime: Senran ni Mau Otometachi,PSP,Adventure,Yeti,0.01,,,,,,
Def Jam Icon,PS3,Action,Electronic Arts,0.4,6-Mar-07,68.0,38.0,4.7,31.0,EA Chicago
Young Justice: Legacy,X360,Adventure,Namco Bandai Games,0.01,19-Nov-13,,,6.2,10.0,Freedom Factory Studios
Playmobil Circus,Wii,Action,Mindscape,0.08,21-Dec-09,,,tbd,,Dreamcatcher
0-ji no Kane to Cinderella: Halloween Wedding,PSP,Misc,Quinrose,0.01,,,,,,
All-Pro Football 2K8,X360,Sports,Take-Two Interactive,0.25,16-Jul-07,75.0,22.0,6.9,48.0,Visual Concepts
Street Fighter X Tekken,PS3,Fighting,Capcom,0.7,6-Mar-12,84.0,51.0,5.1,158.0,Capcom
World Series of Poker 2008: Battle for the Bracelets,PS3,Misc,Activision,0.1,25-Sep-07,75.0,6.0,tbd,,Left Field Productions
Medal of Honor: Airborne,PS3,Shooter,Electronic Arts,1.14,19-Nov-07,75.0,16.0,7.5,31.0,Electronic Arts
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,Adventure,CyberFront,0.01,,,,,,
Gundam Breaker,PS3,Action,Namco Bandai Games,0.26,,,,,,
Shepherd's Crossing,PSP,Simulation,Success,0.01,11-May-10,,,tbd,,Success
The Sims 3,3DS,Simulation,Electronic Arts,0.38,22-Mar-11,52.0,29.0,2.9,22.0,EA Games
Generation of Chaos,PSP,Role-Playing,Midas Interactive Entertainment,0.06,28-Feb-06,60.0,29.0,7.8,16.0,Idea Factory
Scene It? Twilight,Wii,Misc,Konami Digital Entertainment,0.25,24-Nov-09,49.0,5.0,tbd,,Artificial Mind and Movement
Robert Ludlum's The Bourne Conspiracy,X360,Action,Vivendi Games,0.41,3-Jun-08,71.0,72.0,7.5,49.0,High Moon Studios
Batman: Arkham Origins,X360,Action,Warner Bros. Interactive Entertainment,1.31,25-Oct-13,74.0,45.0,7.6,514.0,WB Games Montreal
Major League Baseball 2K6,PSP,Sports,Unknown,0.12,13-Apr-06,69.0,5.0,tbd,,Visual Concepts
Monster Hunter G,Wii,Role-Playing,Capcom,0.25,,,,,,
NHL 13,X360,Sports,Electronic Arts,0.59,11-Sep-12,83.0,44.0,6.6,73.0,Electronic Arts
Dragon Quest Monsters: Terry's Wonderland 3D,3DS,Action,Square Enix,0.96,,,,,,
The Lord of the Rings: War in the North,PS3,Action,Warner Bros. Interactive Entertainment,0.67,1-Nov-11,63.0,33.0,6.8,73.0,Snowblind Studios
The Idolm@ster: Live for You!,X360,Misc,Namco Bandai Games,0.07,,,,,,
Ken to Mahou to Gakuen Mono. 2G,PS3,Role-Playing,Acquire,0.02,,,,,,
Aliens in the Attic,Wii,Action,Playlogic Game Factory,0.08,4-Aug-09,,,tbd,,Revistronic
Dead Space Extraction,Wii,Shooter,Electronic Arts,0.45,29-Sep-09,82.0,76.0,8.1,68.0,"Visceral Games, Eurocom Entertainment Software"
The Smurfs 2,PS3,Action,Ubisoft,0.06,23-Jul-13,,,1.3,4.0,WayForward
The Legend of Spyro: The Eternal Night,Wii,Platform,Vivendi Games,0.2,18-Oct-07,60.0,8.0,7.2,9.0,Krome Studios
Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,3.37,2-Mar-10,88.0,75.0,8.7,789.0,EA DICE
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,Adventure,Ubisoft,0.23,24-Mar-09,74.0,29.0,7.9,9.0,Revolution Software
Guilty Gear 2: Overture,X360,Fighting,505 Games,0.01,7-Oct-08,56.0,12.0,6.5,4.0,Arc System Works
Quiz Mobile Gundam: Toi Senshi DX,PSP,Puzzle,Namco Bandai Games,0.04,,,,,,
Ken to Mahou to Gakuen Mono. 3,PSP,Role-Playing,Acquire,0.13,,,,,,
Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,2.84,2-Mar-10,88.0,59.0,8.6,476.0,EA DICE
NASCAR 2011: The Game,PS3,Racing,Activision,0.25,29-Mar-11,62.0,16.0,3.3,12.0,Eutechnyx
Madden NFL 08,Wii,Sports,Electronic Arts,0.87,14-Aug-07,76.0,29.0,6.8,27.0,EA Tiburon
Transformers: Fall of Cybertron,X360,Action,Activision,0.35,21-Aug-12,79.0,52.0,8.4,138.0,High Moon Studios
Power Smash: Live Match!,PS3,Sports,Sega,0.01,,,,,,
Pandora's Tower,Wii,Role-Playing,Nintendo,0.27,15-Apr-13,73.0,48.0,7.7,67.0,Ganbarion
Super Smash Bros. Brawl,Wii,Fighting,Nintendo,12.05,9-Mar-08,93.0,81.0,8.9,1330.0,Game Arts
Eternal Sonata,X360,Role-Playing,Atari,0.29,17-Sep-07,79.0,56.0,7.8,72.0,Tri-Crescendo
NBA 07,PSP,Sports,Sony Computer Entertainment,0.2,25-Sep-06,68.0,24.0,tbd,,SCEA
NFL Head Coach 09,PS3,Sports,Electronic Arts,0.13,3-Sep-08,64.0,12.0,7.1,12.0,EA Tiburon
Cabela's Monster Buck Hunter,Wii,Sports,Activision,0.59,25-Mar-10,,,tbd,,FUN Labs
thinkSMART FAMILY!,Wii,Misc,Conspiracy Entertainment,0.03,22-Jun-10,,,tbd,,Mentor Interactive
G.I. Joe: The Rise of Cobra,PS3,Action,Electronic Arts,0.2,4-Aug-09,43.0,32.0,4.8,13.0,Double Helix Games
Cursed Mountain,Wii,Adventure,Deep Silver,0.2,25-Aug-09,67.0,51.0,7.5,31.0,"Deep Silver, Sproing Interactive Media"
Mr Bean's Wacky World of Wii,Wii,Adventure,Blast! Entertainment Ltd,0.05,31-Jan-11,,,tbd,,Blast! Entertainment Ltd
Pro Evolution Soccer 2014,PS3,Action,Konami Digital Entertainment,0.73,24-Sep-13,78.0,39.0,4.1,203.0,Konami
Soldier of Fortune: Payback,PS3,Shooter,Activision,0.13,19-Nov-07,50.0,14.0,5,11.0,Cauldron Ltd.
Monster Hunter Portable 3rd HD Ver.,PS3,Role-Playing,Capcom,0.5,,,,,,
Hyper Fighters,Wii,Simulation,Zoo Games,0.01,14-Jun-11,,,tbd,,Team6 Game Studios
Himawari: Pebble in the Sky Portable,PSP,Adventure,Kadokawa Shoten,0.01,,,,,,
NBA Live 09,PS3,Sports,Electronic Arts,0.51,7-Oct-08,75.0,32.0,7.8,15.0,EA Canada
Monster Mayhem: Build and Battle,Wii,Simulation,Zushi Games,0.03,11-Aug-09,,,tbd,,Brain Toys
Baroque,Wii,Role-Playing,Rising Star Games,0.07,8-Apr-08,50.0,22.0,7.7,20.0,Sting
The Idolmaster 2,X360,Simulation,Namco Bandai Games,0.05,,,,,,
Star Wars Battlefront: Renegade Squadron,PSP,Shooter,LucasArts,1.64,9-Oct-07,73.0,35.0,7.7,35.0,Rebellion
Pirates of the Caribbean: Dead Man's Chest,PSP,Adventure,Disney Interactive Studios,0.27,27-Jun-06,52.0,34.0,8.5,14.0,Griptonite Games
Ride to Hell,PS3,Racing,Deep Silver,0.01,25-Jun-13,13.0,4.0,0.9,122.0,Deep Silver
Assassin's Creed: Bloodlines,PSP,Action,Ubisoft,1.14,17-Nov-09,63.0,38.0,7.1,50.0,Griptonite Games
Bust-A-Move Deluxe,PSP,Puzzle,505 Games,0.14,4-Apr-06,67.0,7.0,tbd,,Taito Corporation
Shrek Smash n' Crash Racing,PSP,Racing,Activision,0.09,12-Dec-06,,,tbd,,Activision
Pirates of the Caribbean: At World's End,Wii,Action,Disney Interactive Studios,0.44,22-May-07,53.0,17.0,7.2,17.0,Eurocom Entertainment Software
Uta no * Prince-Sama: All Star,PSP,Action,Broccoli,0.12,,,,,,
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,Role-Playing,Konami Digital Entertainment,0.13,,,,,,
Santa Claus Is Comin' to Town!,Wii,Puzzle,Crave Entertainment,0.05,8-Nov-11,,,tbd,,1st Playable Productions
Modnation Racers: Road Trip,PSV,Racing,Sony Computer Entertainment,0.22,15-Feb-12,62.0,51.0,6.5,55.0,SCEA
U-Sing,Wii,Misc,Mindscape,0.35,,,,,,
Myth Makers: Orbs of Doom,Wii,Puzzle,Popcorn Arcade,0.05,31-Dec-07,,,0.5,6.0,Data Design Interactive
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,Role-Playing,Starfish,0.02,,,,,,
Wand of Fortune: Mirai e no Prologue Portable,PSP,Adventure,Idea Factory,0.01,,,,,,
International Cricket 2010,PS3,Sports,Codemasters,0.17,,,,,,
Shaun White Snowboarding,PSP,Sports,Ubisoft,0.3,16-Nov-08,70.0,5.0,tbd,,Ubisoft
SingStar Latino,PS3,Misc,Sony Computer Entertainment,0.11,19-Nov-09,,,tbd,,SCEE London Studio
Just Dance 4,Wii,Misc,Ubisoft,6.83,9-Oct-12,74.0,10.0,6.8,22.0,Ubisoft
Lost Planet: Extreme Condition,X360,Shooter,Capcom,1.31,12-Jan-07,79.0,76.0,7.1,161.0,Capcom
Biohazard: Revival Selection,X360,Action,Capcom,0.03,,,,,,
Ratatouille,X360,Platform,THQ,0.24,26-Jun-07,56.0,14.0,tbd,,Heavy Iron Studios
Catherine,PS3,Adventure,Deep Silver,0.6,26-Jul-11,79.0,61.0,7.8,246.0,Atlus
Nascar Unleashed,X360,Racing,Activision,0.1,1-Nov-11,,,tbd,,
